| N             | Carrot        | Potatoes      | Peas          | Cauliflower    | Onion         | Tomato        | Ginger        | Garlic        | Ghee             | Salt          | Water         | 
| 664           | 3             | 1             | 1/2 cup       | 100 gm         | 2             | 1             | 2 inches      | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 665           | 3             | 1             | 1/2 cup       | 100 gm         | 2             | 2             | 1 inch        | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 666           | 3             | 1             | 1/2 cup       | 100 gm         | 2             | 2             | 1 inch        | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 667           | 3             | 1             | 1/2 cup       | 100 gm         | 2             | 2             | 2 inches      | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 668           | 3             | 1             | 1/2 cup       | 100 gm         | 2             | 2             | 2 inches      | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 669           | 3             | 1             | 1/2 cup       | 100 gm         | 2             | 3             | 1 inch        | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 670           | 3             | 1             | 1/2 cup       | 100 gm         | 2             | 3             | 1 inch        | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 671           | 3             | 1             | 1/2 cup       | 100 gm         | 2             | 3             | 2 inches      | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 672           | 3             | 1             | 1/2 cup       | 100 gm         | 2             | 3             | 2 inches      | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 673           | 3             | 1             | 1/2 cup       | 100 gm         | 3             | 1             | 1 inch        | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 674           | 3             | 1             | 1/2 cup       | 100 gm         | 3             | 1             | 1 inch        | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 675           | 3             | 1             | 1/2 cup       | 100 gm         | 3             | 1             | 2 inches      | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 676           | 3             | 1             | 1/2 cup       | 100 gm         | 3             | 1             | 2 inches      | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 677           | 3             | 1             | 1/2 cup       | 100 gm         | 3             | 2             | 1 inch        | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 678           | 3             | 1             | 1/2 cup       | 100 gm         | 3             | 2             | 1 inch        | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 679           | 3             | 1             | 1/2 cup       | 100 gm         | 3             | 2             | 2 inches      | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 680           | 3             | 1             | 1/2 cup       | 100 gm         | 3             | 2             | 2 inches      | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 681           | 3             | 1             | 1/2 cup       | 100 gm         | 3             | 3             | 1 inch        | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 682           | 3             | 1             | 1/2 cup       | 100 gm         | 3             | 3             | 1 inch        | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 683           | 3             | 1             | 1/2 cup       | 100 gm         | 3             | 3             | 2 inches      | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 684           | 3             | 1             | 1/2 cup       | 100 gm         | 3             | 3             | 2 inches      | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 685           | 3             | 1             | 1/2 cup       | 150 gm         | 1             | 1             | 1 inch        | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 686           | 3             | 1             | 1/2 cup       | 150 gm         | 1             | 1             | 1 inch        | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 687           | 3             | 1             | 1/2 cup       | 150 gm         | 1             | 1             | 2 inches      | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 688           | 3             | 1             | 1/2 cup       | 150 gm         | 1             | 1             | 2 inches      | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 689           | 3             | 1             | 1/2 cup       | 150 gm         | 1             | 2             | 1 inch        | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 690           | 3             | 1             | 1/2 cup       | 150 gm         | 1             | 2             | 1 inch        | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 691           | 3             | 1             | 1/2 cup       | 150 gm         | 1             | 2             | 2 inches      | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 692           | 3             | 1             | 1/2 cup       | 150 gm         | 1             | 2             | 2 inches      | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 693           | 3             | 1             | 1/2 cup       | 150 gm         | 1             | 3             | 1 inch        | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 694           | 3             | 1             | 1/2 cup       | 150 gm         | 1             | 3             | 1 inch        | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 695           | 3             | 1             | 1/2 cup       | 150 gm         | 1             | 3             | 2 inches      | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 696           | 3             | 1             | 1/2 cup       | 150 gm         | 1             | 3             | 2 inches      | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 697           | 3             | 1             | 1/2 cup       | 150 gm         | 2             | 1             | 1 inch        | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 698           | 3             | 1             | 1/2 cup       | 150 gm         | 2             | 1             | 1 inch        | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 699           | 3             | 1             | 1/2 cup       | 150 gm         | 2             | 1             | 2 inches      | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 700           | 3             | 1             | 1/2 cup       | 150 gm         | 2             | 1             | 2 inches      | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 701           | 3             | 1             | 1/2 cup       | 150 gm         | 2             | 2             | 1 inch        | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 702           | 3             | 1             | 1/2 cup       | 150 gm         | 2             | 2             | 1 inch        | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 703           | 3             | 1             | 1/2 cup       | 150 gm         | 2             | 2             | 2 inches      | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 704           | 3             | 1             | 1/2 cup       | 150 gm         | 2             | 2             | 2 inches      | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 705           | 3             | 1             | 1/2 cup       | 150 gm         | 2             | 3             | 1 inch        | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 706           | 3             | 1             | 1/2 cup       | 150 gm         | 2             | 3             | 1 inch        | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 707           | 3             | 1             | 1/2 cup       | 150 gm         | 2             | 3             | 2 inches      | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
